details,result
"比賽模式: CLASSIC
使用英雄: Singed (TOP)
終場表現: - 擊殺數: 2, 死亡數: 5, 助攻數: 4 - 獲得金錢: 8429 - 經驗值: 10167, 等级: 13 - 小兵擊殺數: 166, 野怪擊殺數: 0 關鍵事件:
- 在 172 秒時，(Singed (TOP)) 擊殺了 (MonkeyKing (TOP))
- 在 380 秒時，(Singed (TOP)) 被 (Nunu (JUNGLE)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Graves (JUNGLE)
終場表現: - 擊殺數: 9, 死亡數: 3, 助攻數: 7 - 獲得金錢: 11220 - 經驗值: 10633, 等级: 13 - 小兵擊殺數: 22, 野怪擊殺數: 132 關鍵事件:
- 在 215 秒時，(Graves (JUNGLE)) 助攻 (Leblanc (MIDDLE)) 擊殺了 (Xerath (UTILITY))
- 在 226 秒時，(Graves (JUNGLE)) 助攻 (Leblanc (MIDDLE)) 擊殺了 (Ashe (BOTTOM))
",Win
"比賽模式: CLASSIC
使用英雄: Leblanc (MIDDLE)
終場表現: - 擊殺數: 6, 死亡數: 0, 助攻數: 9 - 獲得金錢: 11082 - 經驗值: 10939, 等级: 13 - 小兵擊殺數: 158, 野怪擊殺數: 0 關鍵事件:
- 在 215 秒時，(Leblanc (MIDDLE)) 擊殺了 (Xerath (UTILITY))
- 在 226 秒時，(Leblanc (MIDDLE)) 擊殺了 (Ashe (BOTTOM))
- 在 514 秒時，(Leblanc (MIDDLE)) 擊殺了 (Ashe (BOTTOM))
- 在 525 秒時，(Leblanc (MIDDLE)) 助攻 (Twitch (BOTTOM)) 擊殺了 (Nunu (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Twitch (BOTTOM)
終場表現: - 擊殺數: 12, 死亡數: 4, 助攻數: 7 - 獲得金錢: 11604 - 經驗值: 9337, 等级: 12 - 小兵擊殺數: 127, 野怪擊殺數: 0 關鍵事件:
- 在 302 秒時，(Twitch (BOTTOM)) 被 (Ashe (BOTTOM)) 擊殺
- 在 348 秒時，(Twitch (BOTTOM)) 擊殺了 (Xerath (UTILITY))
- 在 349 秒時，(Twitch (BOTTOM)) 被 (Ashe (BOTTOM)) 擊殺
- 在 358 秒時，(Twitch (BOTTOM)) 擊殺了 (Ashe (BOTTOM))
- 在 409 秒時，(Twitch (BOTTOM)) 擊殺了 (Ashe (BOTTOM))
- 在 439 秒時，(Twitch (BOTTOM)) 擊殺了 (Xerath (UTILITY))
- 在 514 秒時，(Twitch (BOTTOM)) 助攻 (Leblanc (MIDDLE)) 擊殺了 (Ashe (BOTTOM))
- 在 525 秒時，(Twitch (BOTTOM)) 擊殺了 (Nunu (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Thresh (UTILITY)
終場表現: - 擊殺數: 1, 死亡數: 4, 助攻數: 20 - 獲得金錢: 7244 - 經驗值: 8176, 等级: 11 - 小兵擊殺數: 31, 野怪擊殺數: 0 關鍵事件:
- 在 215 秒時，(Thresh (UTILITY)) 助攻 (Leblanc (MIDDLE)) 擊殺了 (Xerath (UTILITY))
- 在 224 秒時，(Thresh (UTILITY)) 被 (Ashe (BOTTOM)) 擊殺
- 在 226 秒時，(Thresh (UTILITY)) 助攻 (Leblanc (MIDDLE)) 擊殺了 (Ashe (BOTTOM))
- 在 307 秒時，(Thresh (UTILITY)) 被 (Ashe (BOTTOM)) 擊殺
- 在 348 秒時，(Thresh (UTILITY)) 助攻 (Twitch (BOTTOM)) 擊殺了 (Xerath (UTILITY))
- 在 355 秒時，(Thresh (UTILITY)) 被 (Ashe (BOTTOM)) 擊殺
- 在 409 秒時，(Thresh (UTILITY)) 助攻 (Twitch (BOTTOM)) 擊殺了 (Ashe (BOTTOM))
- 在 514 秒時，(Thresh (UTILITY)) 助攻 (Leblanc (MIDDLE)) 擊殺了 (Ashe (BOTTOM))
- 在 524 秒時，(Thresh (UTILITY)) 被 (Nunu (JUNGLE)) 擊殺
- 在 525 秒時，(Thresh (UTILITY)) 助攻 (Twitch (BOTTOM)) 擊殺了 (Nunu (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: MonkeyKing (TOP)
終場表現: - 擊殺數: 1, 死亡數: 4, 助攻數: 5 - 獲得金錢: 7187 - 經驗值: 9960, 等级: 13 - 小兵擊殺數: 135, 野怪擊殺數: 0 關鍵事件:
- 在 172 秒時，(MonkeyKing (TOP)) 被 (Singed (TOP)) 擊殺
- 在 380 秒時，(MonkeyKing (TOP)) 助攻 (Nunu (JUNGLE)) 擊殺了 (Singed (TOP))
",Lose
"比賽模式: CLASSIC
使用英雄: Nunu (JUNGLE)
終場表現: - 擊殺數: 5, 死亡數: 5, 助攻數: 3 - 獲得金錢: 8647 - 經驗值: 8103, 等级: 11 - 小兵擊殺數: 14, 野怪擊殺數: 114 關鍵事件:
- 在 380 秒時，(Nunu (JUNGLE)) 擊殺了 (Singed (TOP))
- 在 524 秒時，(Nunu (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 525 秒時，(Nunu (JUNGLE)) 被 (Twitch (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Galio (MIDDLE)
終場表現: - 擊殺數: 2, 死亡數: 4, 助攻數: 4 - 獲得金錢: 7644 - 經驗值: 9347, 等级: 12 - 小兵擊殺數: 137, 野怪擊殺數: 0 關鍵事件:
- 在 524 秒時，(Galio (MIDDLE)) 助攻 (Nunu (JUNGLE)) 擊殺了 (Thresh (UTILITY))
",Lose
"比賽模式: CLASSIC
使用英雄: Ashe (BOTTOM)
終場表現: - 擊殺數: 7, 死亡數: 8, 助攻數: 3 - 獲得金錢: 9350 - 經驗值: 8276, 等级: 11 - 小兵擊殺數: 156, 野怪擊殺數: 0 關鍵事件:
- 在 224 秒時，(Ashe (BOTTOM)) 擊殺了 (Thresh (UTILITY))
- 在 226 秒時，(Ashe (BOTTOM)) 被 (Leblanc (MIDDLE)) 擊殺
- 在 302 秒時，(Ashe (BOTTOM)) 擊殺了 (Twitch (BOTTOM))
- 在 307 秒時，(Ashe (BOTTOM)) 擊殺了 (Thresh (UTILITY))
- 在 349 秒時，(Ashe (BOTTOM)) 擊殺了 (Twitch (BOTTOM))
- 在 355 秒時，(Ashe (BOTTOM)) 擊殺了 (Thresh (UTILITY))
- 在 358 秒時，(Ashe (BOTTOM)) 被 (Twitch (BOTTOM)) 擊殺
- 在 409 秒時，(Ashe (BOTTOM)) 被 (Twitch (BOTTOM)) 擊殺
- 在 514 秒時，(Ashe (BOTTOM)) 被 (Leblanc (MIDDLE)) 擊殺
- 在 524 秒時，(Ashe (BOTTOM)) 助攻 (Nunu (JUNGLE)) 擊殺了 (Thresh (UTILITY))
",Lose
"比賽模式: CLASSIC
使用英雄: Xerath (UTILITY)
終場表現: - 擊殺數: 1, 死亡數: 9, 助攻數: 6 - 獲得金錢: 6328 - 經驗值: 6093, 等级: 9 - 小兵擊殺數: 32, 野怪擊殺數: 1 關鍵事件:
- 在 215 秒時，(Xerath (UTILITY)) 被 (Leblanc (MIDDLE)) 擊殺
- 在 302 秒時，(Xerath (UTILITY)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Twitch (BOTTOM))
- 在 307 秒時，(Xerath (UTILITY)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Thresh (UTILITY))
- 在 348 秒時，(Xerath (UTILITY)) 被 (Twitch (BOTTOM)) 擊殺
- 在 349 秒時，(Xerath (UTILITY)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Twitch (BOTTOM))
- 在 355 秒時，(Xerath (UTILITY)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Thresh (UTILITY))
- 在 439 秒時，(Xerath (UTILITY)) 被 (Twitch (BOTTOM)) 擊殺
- 在 524 秒時，(Xerath (UTILITY)) 助攻 (Nunu (JUNGLE)) 擊殺了 (Thresh (UTILITY))
",Lose
"比賽模式: ARAM
使用英雄: Ahri ()
終場表現: - 擊殺數: 6, 死亡數: 8, 助攻數: 19 - 獲得金錢: 8984 - 經驗值: 10950, 等级: 13 - 小兵擊殺數: 21, 野怪擊殺數: 0 關鍵事件:
- 在 122 秒時，(Ahri ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 124 秒時，(Ahri ()) 助攻 (Tristana ()) 擊殺了 (Jayce ())
- 在 134 秒時，(Ahri ()) 助攻 (Tristana ()) 擊殺了 (Shen ())
- 在 138 秒時，(Ahri ()) 助攻 (Corki ()) 擊殺了 (Taliyah ())
- 在 152 秒時，(Ahri ()) 被 (Jayce ()) 擊殺
- 在 154 秒時，(Ahri ()) 助攻 (Tristana ()) 擊殺了 (Jayce ())
- 在 173 秒時，(Ahri ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 183 秒時，(Ahri ()) 助攻 (Tristana ()) 擊殺了 (Jinx ())
- 在 187 秒時，(Ahri ()) 助攻 (Warwick ()) 擊殺了 (Shen ())
- 在 192 秒時，(Ahri ()) 助攻 (Tristana ()) 擊殺了 (Taliyah ())
- 在 234 秒時，(Ahri ()) 助攻 (Warwick ()) 擊殺了 (Kled ())
- 在 273 秒時，(Ahri ()) 被 (Kled ()) 擊殺
- 在 277 秒時，(Ahri ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 318 秒時，(Ahri ()) 助攻 (Warwick ()) 擊殺了 (Taliyah ())
- 在 326 秒時，(Ahri ()) 擊殺了 (Shen ())
- 在 328 秒時，(Ahri ()) 擊殺了 (Kled ())
- 在 333 秒時，(Ahri ()) 擊殺了 (Jinx ())
- 在 369 秒時，(Ahri ()) 擊殺了 (Jayce ())
- 在 378 秒時，(Ahri ()) 被 (Taliyah ()) 擊殺
- 在 408 秒時，(Ahri ()) 助攻 (Tristana ()) 擊殺了 (Kled ())
- 在 469 秒時，(Ahri ()) 被 (Jinx ()) 擊殺
- 在 503 秒時，(Ahri ()) 擊殺了 (Kled ())
- 在 509 秒時，(Ahri ()) 助攻 (Tristana ()) 擊殺了 (Jinx ())
- 在 522 秒時，(Ahri ()) 助攻 (Corki ()) 擊殺了 (Jayce ())
- 在 524 秒時，(Ahri ()) 被 (Shen ()) 擊殺
- 在 527 秒時，(Ahri ()) 助攻 (Corki ()) 擊殺了 (Shen ())
",Lose
"比賽模式: ARAM
使用英雄: Warwick ()
終場表現: - 擊殺數: 4, 死亡數: 11, 助攻數: 12 - 獲得金錢: 8026 - 經驗值: 9132, 等级: 12 - 小兵擊殺數: 8, 野怪擊殺數: 0 關鍵事件:
- 在 121 秒時，(Warwick ()) 被 (Kled ()) 擊殺
- 在 122 秒時，(Warwick ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 154 秒時，(Warwick ()) 助攻 (Tristana ()) 擊殺了 (Jayce ())
- 在 161 秒時，(Warwick ()) 被 (Shen ()) 擊殺
- 在 173 秒時，(Warwick ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 187 秒時，(Warwick ()) 擊殺了 (Shen ())
- 在 192 秒時，(Warwick ()) 助攻 (Tristana ()) 擊殺了 (Taliyah ())
- 在 234 秒時，(Warwick ()) 擊殺了 (Kled ())
- 在 237 秒時，(Warwick ()) 被 (Shen ()) 擊殺
- 在 277 秒時，(Warwick ()) 被 (Jayce ()) 擊殺
- 在 318 秒時，(Warwick ()) 擊殺了 (Taliyah ())
- 在 326 秒時，(Warwick ()) 助攻 (Ahri ()) 擊殺了 (Shen ())
- 在 333 秒時，(Warwick ()) 助攻 (Ahri ()) 擊殺了 (Jinx ())
- 在 347 秒時，(Warwick ()) 被 (Taliyah ()) 擊殺
- 在 405 秒時，(Warwick ()) 擊殺了 (Taliyah ())
- 在 407 秒時，(Warwick ()) 被 (Jayce ()) 擊殺
- 在 464 秒時，(Warwick ()) 被 (Jayce ()) 擊殺
- 在 493 秒時，(Warwick ()) 助攻 (Tristana ()) 擊殺了 (Taliyah ())
- 在 503 秒時，(Warwick ()) 助攻 (Ahri ()) 擊殺了 (Kled ())
- 在 515 秒時，(Warwick ()) 被 (Jayce ()) 擊殺
- 在 527 秒時，(Warwick ()) 助攻 (Corki ()) 擊殺了 (Shen ())
",Lose
"比賽模式: ARAM
使用英雄: Corki ()
終場表現: - 擊殺數: 7, 死亡數: 8, 助攻數: 12 - 獲得金錢: 9950 - 經驗值: 9909, 等级: 12 - 小兵擊殺數: 34, 野怪擊殺數: 0 關鍵事件:
- 在 122 秒時，(Corki ()) 擊殺了 (Kled ())
- 在 124 秒時，(Corki ()) 助攻 (Tristana ()) 擊殺了 (Jayce ())
- 在 128 秒時，(Corki ()) 助攻 (Tristana ()) 擊殺了 (Jinx ())
- 在 134 秒時，(Corki ()) 助攻 (Tristana ()) 擊殺了 (Shen ())
- 在 138 秒時，(Corki ()) 擊殺了 (Taliyah ())
- 在 147 秒時，(Corki ()) 被 (Jayce ()) 擊殺
- 在 173 秒時，(Corki ()) 擊殺了 (Kled ())
- 在 182 秒時，(Corki ()) 被 (Jinx ()) 擊殺
- 在 183 秒時，(Corki ()) 助攻 (Tristana ()) 擊殺了 (Jinx ())
- 在 187 秒時，(Corki ()) 助攻 (Warwick ()) 擊殺了 (Shen ())
- 在 232 秒時，(Corki ()) 被 (Jayce ()) 擊殺
- 在 234 秒時，(Corki ()) 助攻 (Warwick ()) 擊殺了 (Kled ())
- 在 277 秒時，(Corki ()) 擊殺了 (Kled ())
- 在 320 秒時，(Corki ()) 被 (Kled ()) 擊殺
- 在 326 秒時，(Corki ()) 助攻 (Ahri ()) 擊殺了 (Shen ())
- 在 405 秒時，(Corki ()) 助攻 (Warwick ()) 擊殺了 (Taliyah ())
- 在 485 秒時，(Corki ()) 被 (Shen ()) 擊殺
- 在 493 秒時，(Corki ()) 助攻 (Tristana ()) 擊殺了 (Taliyah ())
- 在 522 秒時，(Corki ()) 擊殺了 (Jayce ())
- 在 527 秒時，(Corki ()) 擊殺了 (Shen ())
- 在 534 秒時，(Corki ()) 被 (Taliyah ()) 擊殺
",Lose
"比賽模式: ARAM
使用英雄: Tristana ()
終場表現: - 擊殺數: 13, 死亡數: 6, 助攻數: 9 - 獲得金錢: 11002 - 經驗值: 11359, 等级: 13 - 小兵擊殺數: 49, 野怪擊殺數: 0 關鍵事件:
- 在 122 秒時，(Tristana ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 124 秒時，(Tristana ()) 擊殺了 (Jayce ())
- 在 128 秒時，(Tristana ()) 擊殺了 (Jinx ())
- 在 134 秒時，(Tristana ()) 擊殺了 (Shen ())
- 在 138 秒時，(Tristana ()) 助攻 (Corki ()) 擊殺了 (Taliyah ())
- 在 154 秒時，(Tristana ()) 擊殺了 (Jayce ())
- 在 155 秒時，(Tristana ()) 被 (Shen ()) 擊殺
- 在 183 秒時，(Tristana ()) 擊殺了 (Jinx ())
- 在 187 秒時，(Tristana ()) 助攻 (Warwick ()) 擊殺了 (Shen ())
- 在 192 秒時，(Tristana ()) 擊殺了 (Taliyah ())
- 在 234 秒時，(Tristana ()) 助攻 (Warwick ()) 擊殺了 (Kled ())
- 在 277 秒時，(Tristana ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 325 秒時，(Tristana ()) 被 (Kled ()) 擊殺
- 在 326 秒時，(Tristana ()) 助攻 (Ahri ()) 擊殺了 (Shen ())
- 在 328 秒時，(Tristana ()) 助攻 (Ahri ()) 擊殺了 (Kled ())
- 在 408 秒時，(Tristana ()) 擊殺了 (Kled ())
- 在 414 秒時，(Tristana ()) 被 (Jinx ()) 擊殺
- 在 493 秒時，(Tristana ()) 擊殺了 (Taliyah ())
- 在 509 秒時，(Tristana ()) 擊殺了 (Jinx ())
- 在 510 秒時，(Tristana ()) 被 (Jayce ()) 擊殺
- 在 522 秒時，(Tristana ()) 助攻 (Corki ()) 擊殺了 (Jayce ())
",Lose
"比賽模式: ARAM
使用英雄: Senna ()
終場表現: - 擊殺數: 1, 死亡數: 8, 助攻數: 25 - 獲得金錢: 7809 - 經驗值: 10494, 等级: 13 - 小兵擊殺數: 13, 野怪擊殺數: 0 關鍵事件:
- 在 122 秒時，(Senna ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 124 秒時，(Senna ()) 助攻 (Tristana ()) 擊殺了 (Jayce ())
- 在 134 秒時，(Senna ()) 助攻 (Tristana ()) 擊殺了 (Shen ())
- 在 138 秒時，(Senna ()) 助攻 (Corki ()) 擊殺了 (Taliyah ())
- 在 154 秒時，(Senna ()) 助攻 (Tristana ()) 擊殺了 (Jayce ())
- 在 173 秒時，(Senna ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 175 秒時，(Senna ()) 被 (Shen ()) 擊殺
- 在 187 秒時，(Senna ()) 助攻 (Warwick ()) 擊殺了 (Shen ())
- 在 234 秒時，(Senna ()) 助攻 (Warwick ()) 擊殺了 (Kled ())
- 在 265 秒時，(Senna ()) 被 (Taliyah ()) 擊殺
- 在 277 秒時，(Senna ()) 助攻 (Corki ()) 擊殺了 (Kled ())
- 在 321 秒時，(Senna ()) 被 (Kled ()) 擊殺
- 在 328 秒時，(Senna ()) 助攻 (Ahri ()) 擊殺了 (Kled ())
- 在 373 秒時，(Senna ()) 被 (Shen ()) 擊殺
- 在 408 秒時，(Senna ()) 助攻 (Tristana ()) 擊殺了 (Kled ())
- 在 433 秒時，(Senna ()) 被 (Jayce ()) 擊殺
- 在 493 秒時，(Senna ()) 助攻 (Tristana ()) 擊殺了 (Taliyah ())
- 在 522 秒時，(Senna ()) 助攻 (Corki ()) 擊殺了 (Jayce ())
- 在 527 秒時，(Senna ()) 助攻 (Corki ()) 擊殺了 (Shen ())
- 在 538 秒時，(Senna ()) 被 (Taliyah ()) 擊殺
",Lose
"比賽模式: ARAM
使用英雄: Jayce ()
終場表現: - 擊殺數: 14, 死亡數: 5, 助攻數: 16 - 獲得金錢: 11902 - 經驗值: 12241, 等级: 14 - 小兵擊殺數: 22, 野怪擊殺數: 0 關鍵事件:
- 在 121 秒時，(Jayce ()) 助攻 (Kled ()) 擊殺了 (Warwick ())
- 在 124 秒時，(Jayce ()) 被 (Tristana ()) 擊殺
- 在 147 秒時，(Jayce ()) 擊殺了 (Corki ())
- 在 152 秒時，(Jayce ()) 擊殺了 (Ahri ())
- 在 154 秒時，(Jayce ()) 被 (Tristana ()) 擊殺
- 在 161 秒時，(Jayce ()) 助攻 (Shen ()) 擊殺了 (Warwick ())
- 在 232 秒時，(Jayce ()) 擊殺了 (Corki ())
- 在 237 秒時，(Jayce ()) 助攻 (Shen ()) 擊殺了 (Warwick ())
- 在 265 秒時，(Jayce ()) 助攻 (Taliyah ()) 擊殺了 (Senna ())
- 在 277 秒時，(Jayce ()) 擊殺了 (Warwick ())
- 在 321 秒時，(Jayce ()) 助攻 (Kled ()) 擊殺了 (Senna ())
- 在 347 秒時，(Jayce ()) 助攻 (Taliyah ()) 擊殺了 (Warwick ())
- 在 369 秒時，(Jayce ()) 被 (Ahri ()) 擊殺
- 在 407 秒時，(Jayce ()) 擊殺了 (Warwick ())
- 在 433 秒時，(Jayce ()) 擊殺了 (Senna ())
- 在 464 秒時，(Jayce ()) 擊殺了 (Warwick ())
- 在 510 秒時，(Jayce ()) 擊殺了 (Tristana ())
- 在 515 秒時，(Jayce ()) 擊殺了 (Warwick ())
- 在 522 秒時，(Jayce ()) 被 (Corki ()) 擊殺
- 在 524 秒時，(Jayce ()) 助攻 (Shen ()) 擊殺了 (Ahri ())
",Win
"比賽模式: ARAM
使用英雄: Kled ()
終場表現: - 擊殺數: 7, 死亡數: 9, 助攻數: 14 - 獲得金錢: 9852 - 經驗值: 11791, 等级: 14 - 小兵擊殺數: 14, 野怪擊殺數: 0 關鍵事件:
- 在 121 秒時，(Kled ()) 擊殺了 (Warwick ())
- 在 122 秒時，(Kled ()) 被 (Corki ()) 擊殺
- 在 161 秒時，(Kled ()) 助攻 (Shen ()) 擊殺了 (Warwick ())
- 在 173 秒時，(Kled ()) 被 (Corki ()) 擊殺
- 在 175 秒時，(Kled ()) 助攻 (Shen ()) 擊殺了 (Senna ())
- 在 182 秒時，(Kled ()) 助攻 (Jinx ()) 擊殺了 (Corki ())
- 在 232 秒時，(Kled ()) 助攻 (Jayce ()) 擊殺了 (Corki ())
- 在 234 秒時，(Kled ()) 被 (Warwick ()) 擊殺
- 在 237 秒時，(Kled ()) 助攻 (Shen ()) 擊殺了 (Warwick ())
- 在 265 秒時，(Kled ()) 助攻 (Taliyah ()) 擊殺了 (Senna ())
- 在 273 秒時，(Kled ()) 擊殺了 (Ahri ())
- 在 277 秒時，(Kled ()) 被 (Corki ()) 擊殺
- 在 320 秒時，(Kled ()) 擊殺了 (Corki ())
- 在 321 秒時，(Kled ()) 擊殺了 (Senna ())
- 在 325 秒時，(Kled ()) 擊殺了 (Tristana ())
- 在 328 秒時，(Kled ()) 被 (Ahri ()) 擊殺
- 在 378 秒時，(Kled ()) 助攻 (Taliyah ()) 擊殺了 (Ahri ())
- 在 407 秒時，(Kled ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 408 秒時，(Kled ()) 被 (Tristana ()) 擊殺
- 在 464 秒時，(Kled ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 485 秒時，(Kled ()) 助攻 (Shen ()) 擊殺了 (Corki ())
- 在 503 秒時，(Kled ()) 被 (Ahri ()) 擊殺
- 在 515 秒時，(Kled ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 524 秒時，(Kled ()) 助攻 (Shen ()) 擊殺了 (Ahri ())
- 在 538 秒時，(Kled ()) 助攻 (Taliyah ()) 擊殺了 (Senna ())
",Win
"比賽模式: ARAM
使用英雄: Jinx ()
終場表現: - 擊殺數: 6, 死亡數: 5, 助攻數: 22 - 獲得金錢: 9912 - 經驗值: 12323, 等级: 14 - 小兵擊殺數: 28, 野怪擊殺數: 0 關鍵事件:
- 在 121 秒時，(Jinx ()) 助攻 (Kled ()) 擊殺了 (Warwick ())
- 在 128 秒時，(Jinx ()) 被 (Tristana ()) 擊殺
- 在 161 秒時，(Jinx ()) 助攻 (Shen ()) 擊殺了 (Warwick ())
- 在 175 秒時，(Jinx ()) 助攻 (Shen ()) 擊殺了 (Senna ())
- 在 182 秒時，(Jinx ()) 擊殺了 (Corki ())
- 在 183 秒時，(Jinx ()) 被 (Tristana ()) 擊殺
- 在 232 秒時，(Jinx ()) 助攻 (Jayce ()) 擊殺了 (Corki ())
- 在 237 秒時，(Jinx ()) 助攻 (Shen ()) 擊殺了 (Warwick ())
- 在 265 秒時，(Jinx ()) 助攻 (Taliyah ()) 擊殺了 (Senna ())
- 在 273 秒時，(Jinx ()) 助攻 (Kled ()) 擊殺了 (Ahri ())
- 在 277 秒時，(Jinx ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 333 秒時，(Jinx ()) 被 (Ahri ()) 擊殺
- 在 347 秒時，(Jinx ()) 助攻 (Taliyah ()) 擊殺了 (Warwick ())
- 在 373 秒時，(Jinx ()) 助攻 (Shen ()) 擊殺了 (Senna ())
- 在 378 秒時，(Jinx ()) 助攻 (Taliyah ()) 擊殺了 (Ahri ())
- 在 407 秒時，(Jinx ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 414 秒時，(Jinx ()) 擊殺了 (Tristana ())
- 在 433 秒時，(Jinx ()) 助攻 (Jayce ()) 擊殺了 (Senna ())
- 在 464 秒時，(Jinx ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 469 秒時，(Jinx ()) 擊殺了 (Ahri ())
- 在 509 秒時，(Jinx ()) 被 (Tristana ()) 擊殺
- 在 510 秒時，(Jinx ()) 助攻 (Jayce ()) 擊殺了 (Tristana ())
- 在 515 秒時，(Jinx ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 524 秒時，(Jinx ()) 助攻 (Shen ()) 擊殺了 (Ahri ())
",Win
"比賽模式: ARAM
使用英雄: Shen ()
終場表現: - 擊殺數: 9, 死亡數: 5, 助攻數: 20 - 獲得金錢: 10364 - 經驗值: 12326, 等级: 14 - 小兵擊殺數: 26, 野怪擊殺數: 0 關鍵事件:
- 在 134 秒時，(Shen ()) 被 (Tristana ()) 擊殺
- 在 147 秒時，(Shen ()) 助攻 (Jayce ()) 擊殺了 (Corki ())
- 在 155 秒時，(Shen ()) 擊殺了 (Tristana ())
- 在 161 秒時，(Shen ()) 擊殺了 (Warwick ())
- 在 175 秒時，(Shen ()) 擊殺了 (Senna ())
- 在 182 秒時，(Shen ()) 助攻 (Jinx ()) 擊殺了 (Corki ())
- 在 187 秒時，(Shen ()) 被 (Warwick ()) 擊殺
- 在 232 秒時，(Shen ()) 助攻 (Jayce ()) 擊殺了 (Corki ())
- 在 237 秒時，(Shen ()) 擊殺了 (Warwick ())
- 在 265 秒時，(Shen ()) 助攻 (Taliyah ()) 擊殺了 (Senna ())
- 在 277 秒時，(Shen ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 320 秒時，(Shen ()) 助攻 (Kled ()) 擊殺了 (Corki ())
- 在 321 秒時，(Shen ()) 助攻 (Kled ()) 擊殺了 (Senna ())
- 在 325 秒時，(Shen ()) 助攻 (Kled ()) 擊殺了 (Tristana ())
- 在 326 秒時，(Shen ()) 被 (Ahri ()) 擊殺
- 在 373 秒時，(Shen ()) 擊殺了 (Senna ())
- 在 407 秒時，(Shen ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 414 秒時，(Shen ()) 助攻 (Jinx ()) 擊殺了 (Tristana ())
- 在 464 秒時，(Shen ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 485 秒時，(Shen ()) 擊殺了 (Corki ())
- 在 510 秒時，(Shen ()) 助攻 (Jayce ()) 擊殺了 (Tristana ())
- 在 515 秒時，(Shen ()) 助攻 (Jayce ()) 擊殺了 (Warwick ())
- 在 524 秒時，(Shen ()) 擊殺了 (Ahri ())
- 在 527 秒時，(Shen ()) 被 (Corki ()) 擊殺
- 在 534 秒時，(Shen ()) 助攻 (Taliyah ()) 擊殺了 (Corki ())
- 在 538 秒時，(Shen ()) 助攻 (Taliyah ()) 擊殺了 (Senna ())
",Win
